1009.97875977	2.37254906
1009.98278809	2.35294127
1009.98681641	2.56862736
1009.98681641	2.56862736
1009.99108887	2.62745094
1009.99523926	2.49019599
1009.99920654	2.49019599
1009.99920654	2.39215684
1010.00341797	2.41176462
1010.00756836	2.50980401
1010.01171875	2.39215684
1010.01171875	2.43137264
1010.01556396	2.31372547
1010.02008057	2.33333325
1010.02362061	2.54901958
1010.02807617	2.58823538
1010.03210449	2.52941179
1010.03210449	2.43137264
1010.03607178	2.29411769
1010.04003906	2.29411769
1010.04425049	2.29411769
1010.04425049	2.52941179
1010.04840088	2.54901958
1010.05242920	2.62745094
1010.05657959	2.49019599
1010.05657959	2.45098042
1010.06048584	2.33333325
1010.06475830	2.47058821
1010.06890869	2.58823538
1010.06890869	2.54901958
1010.07305908	2.60784316
1010.07708740	2.47058821
1010.07708740	2.49019599
1010.08117676	2.37254906
1010.08526611	2.58823538
1010.08984375	2.56862736
1010.08984375	2.56862736
1010.09362793	2.49019599
1010.09765625	2.43137264
1010.10162354	2.39215684
1010.10162354	2.39215684
1010.10577393	2.56862736
1010.10992432	2.54901958
1010.11419678	2.58823538
1010.11419678	2.43137264
1010.11834717	2.41176462
1010.12207031	2.31372547
1010.12207031	2.41176462
1010.12646484	2.52941179
1010.13049316	2.43137264
1010.13458252	2.41176462
1010.13458252	2.23529410
1010.13848877	2.21568632
1010.14263916	2.09803915
1010.14672852	2.29411769
1010.14672852	2.33333325
1010.15069580	2.37254906
1010.15527344	2.31372547
1010.15930176	2.31372547
1010.15930176	2.35294127
1010.16302490	2.43137264
1010.16760254	2.66666675
1010.16760254	2.66666675
1010.17175293	2.78431368
1010.17535400	2.66666675
1010.17968750	2.70588231
1010.17968750	2.62745094
1010.18353271	2.82352948
1010.18780518	2.92156863
1010.19183350	2.86274505
1010.19183350	2.88235283
1010.19580078	2.64705873
1010.19989014	2.60784316
1010.20404053	2.45098042
1010.20404053	2.56862736
1010.20812988	2.50980401
1010.21234131	2.49019599
1010.21234131	2.35294127
1010.21643066	2.27450991
1010.22039795	2.21568632
1010.22454834	2.19607854
1010.22454834	2.33333325
1010.22851563	2.25490189
1010.23272705	2.23529410
1010.23681641	2.03921580
1010.23681641	2.03921580
1010.24114990	1.94117641
1010.24517822	2.13725495
1010.24908447	2.25490189
1010.24908447	2.27450991
1010.25317383	2.29411769
1010.25750732	2.25490189
1010.26141357	2.27450991
1010.26550293	2.52941179
1010.26959229	2.56862736
1010.26959229	2.60784316
1010.27368164	2.54901958
1010.27789307	2.52941179
1010.28198242	2.50980401
1010.28198242	2.56862736
1010.28594971	2.76470590
1010.29003906	2.72549009
1010.29412842	2.80392146
1010.29412842	2.64705873
1010.29827881	2.66666675
1010.30236816	2.58823538
1010.30645752	2.82352948
1010.31054688	2.74509811
1010.31463623	2.66666675
1010.31463623	2.47058821
1010.31872559	2.43137264
1010.32275391	2.33333325
1010.32708740	2.50980401
1010.32708740	2.45098042
1010.33099365	2.45098042
1010.33508301	2.31372547
1010.33947754	2.27450991
1010.33947754	2.19607854
1010.34362793	2.23529410
1010.34735107	2.41176462
1010.35150146	2.41176462
1010.35571289	2.25490189
1010.35992432	2.31372547
1010.35992432	2.21568632
1010.36383057	2.43137264
1010.36791992	2.54901958
1010.37194824	2.50980401
1010.37194824	2.54901958
1010.37609863	2.43137264
1010.38012695	2.47058821
1010.38421631	2.45098042
1010.38421631	2.68627453
1010.38830566	2.74509811
1010.39245605	2.82352948
1010.39648438	2.72549009
1010.40075684	2.66666675
1010.40472412	2.72549009
1010.40472412	2.88235283
1010.40881348	2.80392146
1010.41290283	2.84313726
1010.41717529	2.66666675
1010.41717529	2.56862736
1010.42126465	2.41176462
1010.42529297	2.58823538
1010.42932129	2.66666675
1010.42932129	2.72549009
1010.43341064	2.76470590
1010.43750000	2.58823538
1010.44165039	2.56862736
1010.44567871	2.60784316
1010.44976807	2.33333325
1010.44976807	2.39215684
1010.45385742	2.27450991
1010.45794678	2.29411769
1010.46209717	2.31372547
1010.46209717	2.43137264
1010.46636963	2.58823538
1010.47039795	2.54901958
1010.47448730	2.58823538
1010.47448730	2.47058821
1010.47851563	2.50980401
1010.48248291	2.41176462
1010.48663330	2.70588231
1010.49096680	2.70588231
1010.49487305	2.66666675
1010.49487305	2.58823538
1010.49890137	2.58823538
1010.50305176	2.52941179
1010.50720215	2.74509811
1010.50720215	2.68627453
1010.51135254	2.70588231
1010.51538086	2.50980401
1010.51947021	2.47058821
1010.51947021	2.35294127
1010.52362061	2.39215684
1010.52770996	2.50980401
